,survived,age,fare,class,is_female
525,1.0,31.0,21.0,2.0,1
526,0.0,30.0,21.0,2.0,0
527,0.0,23.0,10.5,2.0,0
528,1.0,31.0,21.0,2.0,1
529,1.0,12.0,15.75,2.0,1
530,1.0,40.0,15.75,2.0,1
531,1.0,32.5,13.0,2.0,1
532,0.0,27.0,26.0,2.0,0
533,1.0,29.0,26.0,2.0,1
534,1.0,2.0,23.0,2.0,0
535,1.0,4.0,23.0,2.0,1
536,1.0,29.0,23.0,2.0,1
537,1.0,0.9167,27.75,2.0,1
538,1.0,5.0,27.75,2.0,1
539,0.0,36.0,27.75,2.0,0
540,1.0,33.0,27.75,2.0,1
541,0.0,66.0,10.5,2.0,0
542,1.0,31.0,13.0,2.0,0
543,1.0,26.0,13.5,2.0,1
544,0.0,24.0,13.0,2.0,1
545,0.0,42.0,7.55,3.0,0
546,0.0,13.0,20.25,3.0,0
547,0.0,16.0,20.25,3.0,0
548,1.0,35.0,20.25,3.0,1
549,1.0,16.0,7.65,3.0,1
550,1.0,25.0,7.65,3.0,0
551,1.0,20.0,7.925,3.0,0
552,1.0,18.0,7.2292,3.0,1
553,0.0,30.0,7.25,3.0,0
554,0.0,26.0,8.05,3.0,0
555,0.0,40.0,9.475,3.0,1
556,1.0,0.8333,9.35,3.0,0
557,1.0,18.0,9.35,3.0,1
558,1.0,26.0,18.7875,3.0,0
559,0.0,26.0,7.8875,3.0,0
560,0.0,20.0,7.925,3.0,0
561,0.0,24.0,7.05,3.0,0
562,0.0,25.0,7.05,3.0,0
563,0.0,35.0,8.05,3.0,0
564,0.0,18.0,8.3,3.0,0
565,0.0,32.0,22.525,3.0,0
566,1.0,19.0,7.8542,3.0,1
567,0.0,4.0,31.275,3.0,0
568,0.0,6.0,31.275,3.0,1
569,0.0,2.0,31.275,3.0,1
570,1.0,17.0,7.925,3.0,1
571,0.0,38.0,7.775,3.0,1
572,0.0,9.0,31.275,3.0,1
573,0.0,11.0,31.275,3.0,1
574,0.0,39.0,31.275,3.0,0
575,1.0,27.0,7.7958,3.0,0
576,0.0,26.0,7.775,3.0,0
577,0.0,39.0,31.275,3.0,1
578,0.0,20.0,7.8542,3.0,0
579,0.0,26.0,7.8958,3.0,0
580,0.0,25.0,17.8,3.0,0
581,0.0,18.0,17.8,3.0,1
582,0.0,24.0,7.775,3.0,0
583,0.0,35.0,7.05,3.0,0
584,0.0,5.0,31.3875,3.0,0
585,0.0,9.0,31.3875,3.0,0
586,1.0,3.0,31.3875,3.0,0
587,0.0,13.0,31.3875,3.0,0
588,1.0,5.0,31.3875,3.0,1
589,0.0,40.0,31.3875,3.0,0
590,1.0,23.0,7.7958,3.0,0
591,1.0,38.0,31.3875,3.0,1
592,1.0,45.0,7.225,3.0,1
593,0.0,21.0,7.225,3.0,0
594,0.0,23.0,7.05,3.0,0
595,0.0,17.0,14.4583,3.0,1
596,0.0,30.0,7.225,3.0,0
597,0.0,23.0,7.8542,3.0,0
598,1.0,13.0,7.2292,3.0,1
599,0.0,20.0,7.225,3.0,0
600,0.0,32.0,15.85,3.0,0
601,1.0,33.0,15.85,3.0,1
602,1.0,0.75,19.2583,3.0,1
603,1.0,0.75,19.2583,3.0,1
604,1.0,5.0,19.2583,3.0,1
605,1.0,24.0,19.2583,3.0,1
606,1.0,18.0,8.05,3.0,1
607,0.0,40.0,7.225,3.0,0
608,0.0,26.0,7.8958,3.0,0
609,1.0,20.0,7.2292,3.0,0
610,0.0,18.0,14.4542,3.0,1
611,0.0,45.0,14.4542,3.0,1
612,0.0,27.0,7.8792,3.0,1
613,0.0,22.0,8.05,3.0,0
614,0.0,19.0,8.05,3.0,0
615,0.0,26.0,7.775,3.0,0
616,0.0,22.0,9.35,3.0,0
617,0.0,20.0,4.0125,3.0,0
618,1.0,32.0,56.4958,3.0,0
619,0.0,21.0,7.775,3.0,0
620,0.0,18.0,7.75,3.0,0
621,0.0,26.0,7.8958,3.0,0
622,0.0,6.0,15.2458,3.0,0
623,0.0,9.0,15.2458,3.0,1
624,0.0,40.0,15.5,3.0,0
625,0.0,32.0,15.5,3.0,1
626,0.0,21.0,16.1,3.0,0
627,1.0,22.0,7.725,3.0,1
628,0.0,20.0,7.8542,3.0,1
629,0.0,29.0,7.0458,3.0,0
630,0.0,22.0,7.25,3.0,0
631,0.0,22.0,7.7958,3.0,0
632,0.0,35.0,8.05,3.0,0
633,0.0,18.5,7.2833,3.0,1
634,1.0,21.0,7.8208,3.0,0
635,0.0,19.0,6.75,3.0,0
636,0.0,18.0,7.8792,3.0,1
637,0.0,21.0,8.6625,3.0,1
638,0.0,30.0,8.6625,3.0,1
639,0.0,18.0,8.6625,3.0,0
640,0.0,38.0,8.6625,3.0,0
641,0.0,17.0,8.6625,3.0,0
642,0.0,17.0,8.6625,3.0,0
643,0.0,21.0,7.75,3.0,1
644,0.0,21.0,7.75,3.0,0
645,0.0,21.0,8.05,3.0,0
646,0.0,28.0,7.7958,3.0,0
647,0.0,24.0,7.8542,3.0,0
648,1.0,16.0,7.75,3.0,1
649,0.0,37.0,7.75,3.0,1
650,0.0,28.0,7.25,3.0,0
651,0.0,24.0,8.05,3.0,0
652,0.0,21.0,7.7333,3.0,0
653,1.0,32.0,56.4958,3.0,0
654,0.0,29.0,8.05,3.0,0
655,0.0,26.0,14.4542,3.0,0
656,0.0,18.0,14.4542,3.0,0
657,0.0,20.0,7.05,3.0,0
658,1.0,18.0,8.05,3.0,0
659,0.0,24.0,7.25,3.0,0
660,0.0,36.0,7.4958,3.0,0
661,0.0,24.0,7.4958,3.0,0
662,0.0,31.0,7.7333,3.0,0
663,0.0,31.0,7.75,3.0,0
664,1.0,22.0,7.75,3.0,1
665,0.0,30.0,7.6292,3.0,1
666,0.0,70.5,7.75,3.0,0
667,0.0,43.0,8.05,3.0,0
668,0.0,35.0,7.8958,3.0,0
669,0.0,27.0,7.8958,3.0,0
670,0.0,19.0,7.8958,3.0,0
671,0.0,30.0,8.05,3.0,0
672,1.0,9.0,15.9,3.0,0
673,1.0,3.0,15.9,3.0,0
674,1.0,36.0,15.9,3.0,1
675,0.0,59.0,7.25,3.0,0
676,0.0,19.0,8.1583,3.0,0
677,1.0,17.0,16.1,3.0,1
678,0.0,44.0,16.1,3.0,0
679,0.0,17.0,8.6625,3.0,0
680,0.0,22.5,7.225,3.0,0
681,1.0,45.0,8.05,3.0,0
682,0.0,22.0,10.5167,3.0,1
683,0.0,19.0,10.1708,3.0,0
684,1.0,30.0,6.95,3.0,1
685,1.0,29.0,7.75,3.0,0
686,0.0,0.3333,14.4,3.0,0
687,0.0,34.0,14.4,3.0,0
688,0.0,28.0,14.4,3.0,1
689,0.0,27.0,7.8958,3.0,0
690,0.0,25.0,7.8958,3.0,0
691,0.0,24.0,24.15,3.0,0
692,0.0,22.0,8.05,3.0,0
693,0.0,21.0,24.15,3.0,0
694,0.0,17.0,8.05,3.0,0
695,1.0,36.5,17.4,3.0,0
696,1.0,36.0,17.4,3.0,1
697,1.0,30.0,9.5,3.0,0
698,0.0,16.0,9.5,3.0,0
699,1.0,1.0,20.575,3.0,0
700,1.0,0.1667,20.575,3.0,1
701,0.0,26.0,20.575,3.0,0
702,1.0,33.0,20.575,3.0,1
703,0.0,25.0,7.8958,3.0,0
704,0.0,22.0,7.25,3.0,0
705,0.0,36.0,7.25,3.0,0
706,1.0,19.0,7.8792,3.0,1
707,0.0,17.0,7.8958,3.0,0
708,0.0,42.0,8.6625,3.0,0
709,0.0,43.0,7.8958,3.0,0
710,0.0,32.0,7.75,3.0,0
711,1.0,19.0,8.05,3.0,0
712,1.0,30.0,12.475,3.0,1
713,0.0,24.0,7.75,3.0,1
714,1.0,23.0,8.05,3.0,1
715,0.0,33.0,7.8958,3.0,0
716,0.0,65.0,7.75,3.0,0
717,1.0,24.0,7.55,3.0,0
718,0.0,23.0,13.9,3.0,0
719,1.0,22.0,13.9,3.0,1
720,0.0,18.0,7.775,3.0,0
721,0.0,16.0,7.775,3.0,0
722,0.0,45.0,6.975,3.0,0
723,0.0,39.0,7.2292,3.0,0
724,0.0,17.0,7.2292,3.0,0
725,0.0,15.0,7.2292,3.0,0
726,0.0,47.0,7.25,3.0,0
727,1.0,5.0,12.475,3.0,1
728,0.0,40.5,15.1,3.0,0
729,0.0,40.5,7.75,3.0,0
730,0.0,18.0,7.7958,3.0,0
731,0.0,26.0,7.8792,3.0,0
732,0.0,21.0,34.375,3.0,1
733,0.0,9.0,34.375,3.0,1
734,0.0,18.0,34.375,3.0,0
735,0.0,16.0,34.375,3.0,0
736,0.0,48.0,34.375,3.0,1
737,0.0,25.0,7.7417,3.0,0
738,0.0,22.0,8.05,3.0,0
739,1.0,16.0,7.7333,3.0,1
740,1.0,9.0,20.525,3.0,0
741,0.0,33.0,20.525,3.0,0
742,0.0,41.0,7.85,3.0,0
743,1.0,31.0,20.525,3.0,1
744,0.0,38.0,7.05,3.0,0
745,0.0,9.0,46.9,3.0,0
746,0.0,1.0,46.9,3.0,0
747,0.0,11.0,46.9,3.0,0
748,0.0,10.0,46.9,3.0,1
749,0.0,16.0,46.9,3.0,1
750,0.0,14.0,46.9,3.0,0
751,0.0,40.0,46.9,3.0,0
752,0.0,43.0,46.9,3.0,1
753,0.0,51.0,8.05,3.0,0
754,0.0,32.0,8.3625,3.0,0
755,0.0,20.0,9.8458,3.0,0
756,0.0,37.0,7.925,3.0,0
757,0.0,28.0,7.925,3.0,0
758,0.0,19.0,7.775,3.0,0
759,0.0,24.0,8.85,3.0,1
760,0.0,17.0,7.7333,3.0,1
761,0.0,28.0,15.85,3.0,0
762,1.0,24.0,15.85,3.0,1
763,0.0,20.0,9.5,3.0,0
764,0.0,23.5,7.2292,3.0,0
765,0.0,41.0,14.1083,3.0,0
766,0.0,26.0,7.8542,3.0,0
767,0.0,21.0,7.8542,3.0,0
768,1.0,45.0,14.1083,3.0,1
769,0.0,25.0,7.25,3.0,0
770,0.0,11.0,18.7875,3.0,0
771,1.0,27.0,6.975,3.0,0
772,0.0,18.0,6.75,3.0,1
773,1.0,26.0,7.925,3.0,1
774,0.0,23.0,7.925,3.0,1
775,1.0,22.0,8.9625,3.0,1
776,0.0,28.0,7.8958,3.0,0
777,0.0,28.0,7.775,3.0,1
778,1.0,2.0,12.2875,3.0,1
779,1.0,22.0,12.2875,3.0,1
780,0.0,43.0,6.45,3.0,0
781,0.0,28.0,22.525,3.0,0
782,1.0,27.0,7.925,3.0,1
783,0.0,42.0,7.65,3.0,0
784,0.0,30.0,7.2292,3.0,0
785,0.0,27.0,7.925,3.0,1
786,0.0,25.0,7.925,3.0,1
787,1.0,29.0,7.8958,3.0,0
788,1.0,21.0,7.7958,3.0,0
789,0.0,20.0,7.8542,3.0,0
790,0.0,48.0,7.8542,3.0,0
791,0.0,17.0,7.0542,3.0,0
792,0.0,34.0,6.4958,3.0,0
793,1.0,26.0,7.775,3.0,0
794,0.0,22.0,7.7958,3.0,0
795,0.0,33.0,8.6542,3.0,0
796,0.0,31.0,7.775,3.0,0
797,0.0,29.0,7.8542,3.0,0
798,1.0,4.0,11.1333,3.0,0
799,1.0,1.0,11.1333,3.0,1
800,0.0,49.0,0.0,3.0,0
801,0.0,33.0,7.775,3.0,0
802,0.0,19.0,0.0,3.0,0
803,1.0,27.0,11.1333,3.0,1
804,0.0,23.0,7.8958,3.0,0
805,1.0,32.0,7.8542,3.0,0
806,0.0,27.0,7.8542,3.0,0
807,0.0,20.0,9.825,3.0,1
808,0.0,21.0,9.825,3.0,1
809,1.0,32.0,7.925,3.0,0
810,0.0,17.0,7.125,3.0,0
811,0.0,21.0,8.4333,3.0,0
812,0.0,30.0,7.8958,3.0,0
813,1.0,21.0,7.7958,3.0,0
814,0.0,33.0,7.8542,3.0,0
815,0.0,22.0,7.5208,3.0,0
816,1.0,4.0,13.4167,3.0,1
817,1.0,39.0,13.4167,3.0,0
818,0.0,18.5,7.2292,3.0,0
819,0.0,34.5,7.8292,3.0,0
820,0.0,44.0,8.05,3.0,0
821,0.0,22.0,8.6625,3.0,1
822,0.0,26.0,8.6625,3.0,0
823,1.0,4.0,22.025,3.0,1
824,1.0,29.0,22.025,3.0,0
825,1.0,26.0,22.025,3.0,1
826,0.0,1.0,12.1833,3.0,1
827,0.0,18.0,7.8542,3.0,0
828,0.0,36.0,12.1833,3.0,1
829,1.0,25.0,7.2292,3.0,0
830,0.0,37.0,9.5875,3.0,1
831,1.0,22.0,7.25,3.0,1
832,1.0,26.0,56.4958,3.0,0
833,0.0,29.0,9.4833,3.0,0
834,0.0,29.0,7.775,3.0,0
835,0.0,22.0,7.775,3.0,0
836,1.0,22.0,7.225,3.0,0
837,0.0,32.0,7.925,3.0,0
838,0.0,34.5,6.4375,3.0,0
839,0.0,36.0,0.0,3.0,0
840,0.0,39.0,24.15,3.0,0
841,0.0,24.0,9.5,3.0,0
842,0.0,25.0,7.775,3.0,1
843,0.0,45.0,7.75,3.0,1
844,0.0,36.0,15.55,3.0,0
845,0.0,30.0,15.55,3.0,1
846,1.0,20.0,7.925,3.0,0
847,0.0,28.0,56.4958,3.0,0
848,0.0,30.0,16.1,3.0,0
849,0.0,26.0,16.1,3.0,1
850,0.0,20.5,7.25,3.0,0
851,1.0,27.0,8.6625,3.0,0
852,0.0,51.0,7.0542,3.0,0
853,1.0,23.0,7.8542,3.0,1
854,1.0,32.0,7.5792,3.0,0
855,1.0,24.0,7.1417,3.0,0
856,0.0,22.0,7.125,3.0,0
857,0.0,29.0,7.925,3.0,0
858,0.0,30.5,7.75,3.0,1
859,0.0,35.0,7.8958,3.0,0
860,0.0,33.0,7.8958,3.0,0
861,1.0,15.0,8.0292,3.0,1
862,0.0,35.0,7.75,3.0,1
863,0.0,24.0,16.1,3.0,0
864,0.0,19.0,16.1,3.0,1
865,0.0,55.5,8.05,3.0,0
866,1.0,21.0,7.775,3.0,0
867,0.0,24.0,7.8958,3.0,0
868,0.0,21.0,7.8958,3.0,0
869,0.0,28.0,7.8958,3.0,0
870,0.0,25.0,7.65,3.0,0
871,1.0,6.0,12.475,3.0,0
872,1.0,27.0,12.475,3.0,1
873,0.0,34.0,8.05,3.0,0
874,1.0,24.0,7.75,3.0,1
875,0.0,18.0,7.75,3.0,0
876,0.0,22.0,7.8958,3.0,0
877,1.0,15.0,7.225,3.0,1
878,1.0,1.0,15.7417,3.0,1
879,1.0,20.0,15.7417,3.0,0
880,1.0,19.0,15.7417,3.0,1
881,0.0,33.0,8.05,3.0,0
882,1.0,12.0,11.2417,3.0,0
883,1.0,14.0,11.2417,3.0,1
884,0.0,29.0,7.925,3.0,1
885,0.0,28.0,8.05,3.0,0
886,1.0,18.0,7.775,3.0,1
887,1.0,26.0,7.8542,3.0,1
888,0.0,21.0,7.8542,3.0,0
889,0.0,41.0,7.125,3.0,0
890,1.0,39.0,7.925,3.0,0
891,0.0,21.0,7.8,3.0,0
892,0.0,28.5,7.2292,3.0,0
893,1.0,22.0,7.75,3.0,1
894,0.0,61.0,6.2375,3.0,0
895,0.0,23.0,9.225,3.0,0
896,1.0,22.0,7.775,3.0,1
897,1.0,9.0,3.1708,3.0,0
898,0.0,28.0,22.525,3.0,0
899,0.0,42.0,8.4042,3.0,0
900,0.0,31.0,7.8542,3.0,1
901,0.0,28.0,7.8542,3.0,0
902,1.0,32.0,7.775,3.0,0
903,0.0,20.0,9.225,3.0,0
904,0.0,23.0,8.6625,3.0,1
905,0.0,20.0,8.6625,3.0,1
906,0.0,20.0,8.6625,3.0,0
907,0.0,16.0,9.2167,3.0,0
908,1.0,31.0,8.6833,3.0,1
909,0.0,2.0,21.075,3.0,0
910,0.0,6.0,21.075,3.0,0
911,0.0,3.0,21.075,3.0,1
912,0.0,8.0,21.075,3.0,1
913,0.0,29.0,21.075,3.0,1
914,0.0,1.0,39.6875,3.0,0
915,0.0,7.0,39.6875,3.0,0
916,0.0,2.0,39.6875,3.0,0
917,0.0,16.0,39.6875,3.0,0
918,0.0,14.0,39.6875,3.0,0
919,0.0,41.0,39.6875,3.0,1
920,0.0,21.0,8.6625,3.0,0
921,0.0,19.0,14.5,3.0,0
922,0.0,32.0,7.8958,3.0,0
923,0.0,0.75,13.775,3.0,0
924,0.0,3.0,13.775,3.0,1
925,0.0,26.0,13.775,3.0,1
926,0.0,21.0,7.925,3.0,0
927,0.0,25.0,7.925,3.0,0
928,0.0,22.0,7.25,3.0,0
929,1.0,25.0,7.775,3.0,0
930,0.0,24.0,8.05,3.0,0
931,0.0,28.0,7.8958,3.0,1
932,0.0,19.0,7.8958,3.0,0
933,0.0,25.0,7.775,3.0,0
934,0.0,18.0,7.775,3.0,1
935,1.0,32.0,8.05,3.0,0
936,0.0,17.0,8.6625,3.0,0
937,0.0,24.0,8.6625,3.0,0
938,0.0,38.0,7.8958,3.0,0
939,0.0,21.0,8.05,3.0,0
940,0.0,10.0,29.125,3.0,0
941,0.0,4.0,29.125,3.0,0
942,0.0,7.0,29.125,3.0,0
943,0.0,2.0,29.125,3.0,0
944,0.0,8.0,29.125,3.0,0
945,0.0,39.0,29.125,3.0,1
946,0.0,22.0,39.6875,3.0,1
947,0.0,35.0,7.125,3.0,0
948,0.0,50.0,14.5,3.0,0
949,0.0,47.0,14.5,3.0,1
950,0.0,2.0,20.2125,3.0,1
951,0.0,18.0,20.2125,3.0,0
952,0.0,41.0,20.2125,3.0,1
953,0.0,50.0,8.05,3.0,0
954,0.0,16.0,8.05,3.0,0
955,0.0,25.0,7.225,3.0,0
956,0.0,38.5,7.25,3.0,0
957,0.0,14.5,69.55,3.0,0
958,0.0,24.0,9.325,3.0,0
959,1.0,21.0,7.65,3.0,1
960,0.0,39.0,7.925,3.0,0
961,1.0,1.0,16.7,3.0,1
962,1.0,24.0,16.7,3.0,1
963,1.0,4.0,16.7,3.0,1
964,1.0,25.0,9.5,3.0,0
965,0.0,20.0,8.05,3.0,0
966,0.0,24.5,8.05,3.0,0
967,1.0,29.0,9.5,3.0,0
968,0.0,22.0,7.2292,3.0,0
969,0.0,40.0,7.8958,3.0,0
970,0.0,21.0,7.925,3.0,0
971,1.0,18.0,7.4958,3.0,1
972,0.0,4.0,27.9,3.0,0
973,0.0,10.0,27.9,3.0,0
974,0.0,9.0,27.9,3.0,1
975,0.0,2.0,27.9,3.0,1
976,0.0,40.0,27.9,3.0,0
977,0.0,45.0,27.9,3.0,1
978,0.0,19.0,7.65,3.0,0
979,0.0,30.0,8.05,3.0,0
980,0.0,32.0,8.05,3.0,0
981,0.0,33.0,8.6625,3.0,0
982,1.0,23.0,7.55,3.0,1
983,0.0,21.0,8.05,3.0,0
984,0.0,19.0,7.8958,3.0,0
985,0.0,22.0,9.8375,3.0,1
986,1.0,31.0,7.925,3.0,0
987,0.0,27.0,8.6625,3.0,0
988,0.0,2.0,10.4625,3.0,1
989,0.0,29.0,10.4625,3.0,1
990,1.0,16.0,8.05,3.0,0
991,1.0,44.0,7.925,3.0,0
992,0.0,25.0,7.05,3.0,0
993,0.0,74.0,7.775,3.0,0
994,1.0,14.0,9.225,3.0,0
995,0.0,24.0,7.7958,3.0,0
996,1.0,25.0,7.7958,3.0,0
997,0.0,34.0,8.05,3.0,0
998,1.0,0.4167,8.5167,3.0,0
999,1.0,16.0,8.5167,3.0,1
1000,0.0,32.0,7.925,3.0,0
1001,0.0,30.5,8.05,3.0,0
1002,0.0,44.0,8.05,3.0,0
1003,1.0,25.0,0.0,3.0,0
1004,1.0,7.0,15.2458,3.0,0
1005,1.0,9.0,15.2458,3.0,1
1006,1.0,29.0,15.2458,3.0,1
1007,0.0,36.0,7.8958,3.0,0
1008,1.0,18.0,9.8417,3.0,1
1009,1.0,63.0,9.5875,3.0,1
1010,0.0,11.5,14.5,3.0,0
1011,0.0,40.5,14.5,3.0,0
1012,0.0,10.0,24.15,3.0,1
1013,0.0,36.0,24.15,3.0,0
1014,0.0,30.0,24.15,3.0,1
1015,0.0,33.0,9.5,3.0,0
1016,0.0,28.0,9.5,3.0,0
1017,0.0,28.0,9.5,3.0,0
1018,0.0,47.0,9.0,3.0,0
1019,0.0,18.0,18.0,3.0,1
1020,0.0,31.0,18.0,3.0,0
1021,0.0,16.0,18.0,3.0,0
1022,0.0,31.0,18.0,3.0,1
1023,1.0,22.0,7.225,3.0,0
1024,0.0,20.0,7.8542,3.0,0
1025,0.0,14.0,7.8542,3.0,1
1026,0.0,22.0,7.8958,3.0,0
1027,0.0,22.0,9.0,3.0,0
1028,0.0,32.5,9.5,3.0,0
1029,1.0,38.0,7.2292,3.0,1
1030,0.0,51.0,7.75,3.0,0
1031,0.0,18.0,6.4958,3.0,0
1032,0.0,21.0,6.4958,3.0,0
1033,1.0,47.0,7.0,3.0,1
1034,0.0,28.5,16.1,3.0,0
1035,0.0,21.0,7.25,3.0,0
1036,0.0,27.0,8.6625,3.0,0
1037,0.0,36.0,9.5,3.0,0
1038,0.0,27.0,14.4542,3.0,0
1039,1.0,15.0,14.4542,3.0,1
1040,0.0,45.5,7.225,3.0,0
1041,0.0,14.5,14.4542,3.0,1
1042,0.0,26.5,7.225,3.0,0
1043,0.0,27.0,7.225,3.0,0
1044,0.0,29.0,7.875,3.0,0
